ticker,sector,ind,country,atr,ipo,index
"ENV","Services","Business Services","USA","1.68","2010-07-29","0"
"TMST","Basic Materials","Steel & Iron","USA","0.45","2014-06-19","0"
"AL","Services","Rental & Leasing Services","USA","1.16","2011-04-19","0"
"GIG","Conglomerates","Conglomerates","USA","0.03","2004-07-26","0"
"LINC","Services","Education & Training Services","USA","0.19","2005-06-23","0"
"CSTR","Services","Specialty Retail, Other","USA","0.44",NULL,"0"
"LLY","Healthcare","Drug Manufacturers - Major","USA","2.41","1972-06-01","1"
"NKG","Financial","Asset Management","USA","0.08","2002-09-26","0"
"APTS","Financial","REIT - Residential","USA","0.39","2011-04-01","0"
"JNPR","Technology","Communication Equipment","USA","0.55","1999-06-25","1"
"ERII","Industrial Goods","Pollution & Treatment Controls","USA","0.42","2008-07-02","0"
"NEWA","Industrial Goods","Waste Management","China","0.29",NULL,"0"
"MYC","Financial","Closed-End Fund - Debt","USA","0.18","1992-03-16","0"
"APOG","Industrial Goods","General Building Materials","USA","1.16","1973-05-03","0"
"FMBI","Financial","Regional - Midwest Banks","USA","0.52","1990-03-26","0"
"GIM","Financial","Closed-End Fund - Debt","USA","0.06","1988-03-17","0"
"HBAN","Financial","Regional - Midwest Banks","USA","0.39","1990-03-26","1"
"TXT","Industrial Goods","Aerospace/Defense - Major Diversified","USA","1.40","1984-10-24","1"
"GNTX","Consumer Goods","Auto Parts","USA","0.52","1990-03-26","0"
"JJU","Financial","Exchange Traded Fund","USA","0.33","2008-06-25","0"
"SAIA","Services","Trucking","USA","3.21","2002-09-12","0"
"CWT","Utilities","Water Utilities","USA","1.12","1990-03-26","0"
"TBT","Financial","Exchange Traded Fund","USA","0.74","2008-05-22","0"
"FBMS","Financial","Regional - Southeast Banks","USA","0.65","2004-05-05","0"
"RINF","Financial","Exchange Traded Fund","USA","0.20","2012-01-12","0"
"JPC","Financial","Closed-End Fund - Debt","USA","0.09","2003-03-31","0"
"SH","Financial","Exchange Traded Fund","USA","0.32","2006-06-21","0"
"GRFS","Healthcare","Drug Manufacturers - Major","Spain","0.38","2011-06-02","0"
"BFIT","Financial","Exchange Traded Fund","USA","0.24",NULL,"0"
"BCI","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"GOOG","Technology","Internet Information Providers","USA","21.51","2014-03-27","1"
"KOSS","Consumer Goods","Electronic Equipment","USA","0.18","1992-02-25","0"
"ATU","Industrial Goods","Diversified Machinery","USA","0.77","2000-07-24","0"
"GHM","Industrial Goods","Metal Fabrication","USA","0.66","1992-03-17","0"
"UCOM","Financial","Exchange Traded Fund","USA","2.00",NULL,"0"
"FFG","Financial","Life Insurance","USA","1.45","1996-07-19","0"
"BFIN","Financial","Savings & Loans","USA","0.31","2005-06-28","0"
"BANF","Financial","Regional - Southwest  Banks","USA","1.31","1990-03-26","0"
"FBK",,,,NULL,NULL,"0"
"ACCO","Consumer Goods","Office Supplies","USA","0.28","2005-08-17","0"
"ASPN","Industrial Goods","General Building Materials","USA","0.30","2014-06-13","0"
"ARGD",,,,NULL,NULL,"0"
"ROYT","Basic Materials","Independent Oil & Gas","USA","0.06","2012-05-03","0"
"CLI","Financial","REIT - Office","USA","0.47","1994-08-25","0"
"TRN","Services","Railroads","USA","0.68","1987-12-30","0"
"PRH",,,,NULL,"2013-03-27","0"
"CG","Financial","Asset Management","USA","0.87","2012-05-03","0"
"PCQ","Financial","Closed-End Fund - Debt","USA","0.26","2001-06-27","0"
"UBR","Financial","Exchange Traded Fund","USA","3.01","2010-05-07","0"
"EFOI","Consumer Goods","Home Furnishings & Fixtures","USA","0.05","2014-08-07","0"
"ICOL","Financial","Exchange Traded Fund","USA","0.19","2013-06-20","0"
"PPLN","Financial","Exchange Traded Fund","USA","0.23",NULL,"0"
"PBCT","Financial","Savings & Loans","USA","0.40","1990-03-26","1"
"MCO","Services","Business Services","USA","4.72","1994-10-31","1"
"PPBI","Financial","Regional - Pacific Banks","USA","0.86","1997-06-25","0"
"ORAN","Technology","Telecom Services - Foreign","France","0.17","1997-10-20","0"
"WRI","Financial","REIT - Retail","USA","0.48","1988-01-05","0"
"RCKT","Healthcare","Biotechnology","USA","0.73",NULL,"0"
"SDP","Financial","Exchange Traded Fund","USA","0.30","2007-03-14","0"
"EFSC","Financial","Regional - Southwest  Banks","USA","0.92","2003-07-15","0"
"TVE","Utilities","Electric Utilities","USA","0.30","1999-05-19","0"
"RFAP","Financial","Exchange Traded Fund","USA","0.39",NULL,"0"
"DFS","Financial","Credit Services","USA","1.82","2007-06-14","1"
"NYNY","Services","Resorts & Casinos","USA","0.24","1993-11-05","0"
"FNWB","Financial","Savings & Loans","USA","0.27",NULL,"0"
"EUM","Financial","Exchange Traded Fund","USA","0.23","2007-11-01","0"
"TSLA","Consumer Goods","Auto Manufacturers - Major","USA","7.67","2010-06-29","0"
"CMDY","Financial","Exchange Traded Fund","USA","0.29",NULL,"0"
"HTGC","Financial","Mortgage Investment","USA","0.19","2005-06-09","0"
"MIN","Financial","Closed-End Fund - Debt","USA","0.03","1988-03-11","0"
"HFRO","Financial","Asset Management","USA","0.19",NULL,"0"
"TLGT","Healthcare","Biotechnology","USA","0.07",NULL,"0"
"SPDN","Financial","Exchange Traded Fund","USA","0.30",NULL,"0"
"LILA","Services","CATV Systems","USA","0.56",NULL,"0"
"COLB","Financial","Savings & Loans","USA","0.91","1992-06-16","0"
"DESP","Services","Lodging","Argentina","0.63",NULL,"0"
"FT","Financial","Closed-End Fund - Debt","USA","0.09","1989-06-30","0"
"KT","Technology","Telecom Services - Foreign","South Korea","0.17","1999-05-26","0"
"PLM","Basic Materials","Industrial Metals & Minerals","Canada","0.02","2000-10-12","0"
"FXS","Financial","Exchange Traded Fund","USA","0.61","2006-06-26","0"
"ALC","Healthcare","Medical Instruments & Supplies","USA","1.01",NULL,"0"
"MN","Financial","Asset Management","USA","0.09","2011-11-18","0"
"OCN","Financial","Mortgage Investment","USA","0.13","1996-09-25","0"
"RYN","Industrial Goods","Lumber, Wood Production","USA","0.59","1994-02-17","0"
"TTMI","Technology","Printed Circuit Boards","USA","0.41","2000-09-25","0"
"CLX","Consumer Goods","Housewares & Accessories","USA","3.05","1983-03-21","1"
"GPMT","Financial","REIT - Residential","USA","0.22",NULL,"0"
"BANR","Financial","Regional - Mid-Atlantic Banks","USA","1.60","1995-11-01","0"
"PEBO","Financial","Regional - Midwest Banks","USA","0.74","1993-02-11","0"
"BCX","Financial","Closed-End Fund - Equity","USA","0.10","2011-03-29","0"
"WFC","Financial","Money Center Banks","USA","1.05","1972-06-01","1"
"PDFS","Technology","Technical & System Software","USA","0.36","2001-07-31","0"
"INDB","Financial","Regional - Northeast Banks","USA","2.05","1990-03-27","0"
"SIM","Basic Materials","Steel & Iron","Mexico","0.27","1995-08-18","0"
"APEI","Services","Education & Training Services","USA","1.18","2007-11-09","0"
"CFMS","Healthcare","Medical Instruments & Supplies","USA","0.18",NULL,"0"
"MTRN","Basic Materials","Industrial Metals & Minerals","USA","1.75","1984-09-07","0"
"TACO","Services","Restaurants","USA","0.33",NULL,"0"
"AMOT","Industrial Goods","Industrial Electrical Equipment","USA","1.49","1992-02-25","0"
"GGAL","Financial","Foreign Regional Banks","Argentina","1.83","2000-07-25","0"
"TAIL","Financial","Exchange Traded Fund","USA","0.30",NULL,"0"
"FDUS","Financial","Asset Management","USA","0.25","2011-06-21","0"
"PBA","Basic Materials","Oil & Gas Pipelines","Canada","0.56","2010-10-06","0"
"MGY","Basic Materials","Independent Oil & Gas","USA","0.39",NULL,"0"
"OXFD","Healthcare","Diagnostic Substances","United Kingdom","0.46","2013-11-22","0"
"TMP","Financial","Regional - Northeast Banks","USA","2.00","1990-03-28","0"
"OSB","Services","Building Materials Wholesale","Canada","0.74",NULL,"0"
"MFA","Financial","REIT - Diversified","USA","0.10","1998-04-13","0"
"DNP","Financial","Closed-End Fund - Equity","USA","0.16","1987-01-21","0"
"AEP","Utilities","Electric Utilities","USA","1.37","1970-01-02","1"
"BGB","Financial","Closed-End Fund - Debt","USA","0.12","2012-09-26","0"
"ESSA","Financial","Savings & Loans","USA","0.32","2007-04-04","0"
"TTT","Financial","Exchange Traded Fund","USA","0.64","2012-03-29","0"
"RMM",,,,NULL,NULL,"0"
"C","Financial","Money Center Banks","USA","1.78","1977-01-03","1"
"DJCI","Financial","Exchange Traded Fund","USA","0.13","2009-10-29","0"
"RILY","Financial","Asset Management","USA","0.77",NULL,"0"
"BPOP","Financial","Foreign Regional Banks","USA","1.33","1990-03-26","0"
"FHN","Financial","Regional - Southeast Banks","USA","0.35","1990-03-26","0"
"STFC","Financial","Property & Casualty Insurance","USA","0.78","1991-06-28","0"
"CHD","Consumer Goods","Cleaning Products","USA","1.81","1986-03-06","1"
"CHNA","Financial","Exchange Traded Fund","USA","0.41","2013-10-10","0"
"OPTT","Industrial Goods","Diversified Machinery","USA","0.14","2007-04-25","0"
"SES","Basic Materials","Specialty Chemicals","USA","0.41",NULL,"0"
"SBM","Financial","Exchange Traded Fund","USA","0.24","2010-03-18","0"
"EXC","Utilities","Diversified Utilities","USA","0.80","1980-01-02","1"
"SPGI","Services","Business Services","USA","5.61",NULL,"1"
"ALLK","Healthcare","Biotechnology","USA","5.29",NULL,"0"
"MATX","Services","Shipping","USA","1.21","1973-05-03","0"
"BBL","Basic Materials","Industrial Metals & Minerals","United Kingdom","0.87","2003-06-25","0"
"ECH","Financial","Exchange Traded Fund","USA","0.65","2007-11-20","0"
"FOLD","Healthcare","Biotechnology","USA","0.44","2007-05-31","0"
"DNBF","Financial","Regional - Mid-Atlantic Banks","USA","0.94","1999-01-12","0"
"HUBB","Technology","Diversified Electronics","USA","2.83",NULL,"0"
"AGM","Financial","Credit Services","USA","2.38","1995-08-18","0"
"TG","Consumer Goods","Rubber & Plastics","USA","0.61","1990-01-12","0"
"ABIO","Healthcare","Biotechnology","USA","0.51","1997-08-08","0"
"BNY","Financial","Closed-End Fund - Debt","USA","0.18","2001-07-27","0"
"UL","Consumer Goods","Personal Products","United Kingdom","0.82","1988-01-04","0"
"CVI","Basic Materials","Oil & Gas Refining & Marketing","USA","1.52","2007-10-23","0"
"RPAI","Financial","REIT - Retail","USA","0.21","2012-04-09","0"
"LKFN","Financial","Regional - Midwest Banks","USA","1.09","1997-08-14","0"
"KBAL","Technology","Printed Circuit Boards","USA","0.47","1990-03-26","0"
"UJPY","Financial","Exchange Traded Fund","USA","0.48",NULL,"0"
"VIA","Services","Entertainment - Diversified","USA","0.93","2005-12-05","0"
"VIAV","Technology","Communication Equipment","USA","0.49",NULL,"0"
"BHTG","Industrial Goods","Pollution & Treatment Controls","USA","0.16",NULL,"0"
"OSG","Services","Shipping","USA","0.09",NULL,"0"
"DTJ","Financial","Exchange Traded Fund","USA","0.17",NULL,"0"
"DOV","Industrial Goods","Diversified Machinery","USA","1.98","1985-07-01","1"
"LE","Services","Catalog & Mail Order Houses","USA","0.81","2014-03-20","0"
"CKH","Basic Materials","Oil & Gas Equipment & Services","USA","1.73","1992-12-17","0"
"NVS","Healthcare","Drug Manufacturers - Major","Switzerland","1.39","1996-11-07","0"
"GWB","Financial","Money Center Banks","USA","0.89","2014-10-15","0"
"PYS","Financial","Exchange Traded Fund","USA","0.37","2007-12-27","0"
"WTTR","Industrial Goods","Pollution & Treatment Controls","USA","0.39",NULL,"0"
"AMTD","Financial","Investment Brokerage - National","USA","1.15","1997-03-04","0"
"ECCA","Financial","Asset Management","USA","0.24",NULL,"0"
"TEVA","Healthcare","Drug Manufacturers - Other","Israel","0.52","1990-03-26","0"
"WMB","Basic Materials","Oil & Gas Pipelines","USA","0.53","1981-12-31","1"
"MFNC","Financial","Regional - Southwest  Banks","USA","0.59","2000-03-17","0"
"CRZO","Basic Materials","Independent Oil & Gas","USA","0.60","1997-08-06","0"
"ASIX","Basic Materials","Chemicals - Major Diversified","USA","0.94",NULL,"0"
"SRS","Financial","Exchange Traded Fund","USA","0.45","2007-02-01","0"
"FLRU","Financial","Exchange Traded Fund","USA","0.22",NULL,"0"
"KRE","Financial","Exchange Traded Fund","USA","1.22","2006-06-22","0"
"VOYA","Financial","Asset Management","USA","1.28","2013-05-02","0"
"RJI","Financial","Exchange Traded Fund","USA","0.05","2007-10-19","0"
"TVC",,,,NULL,"1998-10-14","0"
"ORTX","Healthcare","Biotechnology","United Kingdom","0.93",NULL,"0"
"CACC","Financial","Credit Services","USA","12.19","1992-06-05","0"
"CATY","Financial","Regional - Pacific Banks","USA","0.85","1990-12-17","0"
"MX","Technology","Semiconductor - Specialized","South Korea","0.41","2011-03-11","0"
"SPH","Utilities","Gas Utilities","USA","0.46","1996-02-29","0"
"EFU","Financial","Exchange Traded Fund","USA","0.40","2007-10-25","0"
"NANR","Financial","Exchange Traded Fund","USA","0.33",NULL,"0"
"CBPO","Healthcare","Biotechnology","China","1.95","2008-01-29","0"
"OPRA","Technology","Internet Information Providers","Norway","0.83",NULL,"0"
"OPB","Financial","Money Center Banks","USA","0.61","2014-04-16","0"
"CRNX","Healthcare","Biotechnology","USA","1.11",NULL,"0"
"CUR","Healthcare","Biotechnology","USA","0.13","2007-03-30","0"
"PXJ","Financial","Exchange Traded Fund","USA","0.16","2005-10-26","0"
"HSAC","Conglomerates","Conglomerates","USA","0.08",NULL,"0"
"PPDM",,,,NULL,NULL,"0"
"TSG","Services","Gaming Activities","Canada","0.53",NULL,"0"
"EV","Financial","Asset Management","USA","1.22","1990-03-27","0"
"CMSC",,,,NULL,NULL,"0"
"COMT","Financial","Exchange Traded Fund","USA","0.35","2014-10-16","0"
"TMQ","Basic Materials","Industrial Metals & Minerals","Canada","0.12",NULL,"0"
"VDE","Financial","Exchange Traded Fund","USA","1.66","2004-09-29","0"
"MDU","Industrial Goods","General Building Materials","USA","0.41","1987-11-05","0"
"WPC","Financial","REIT - Diversified","USA","1.50","1998-01-21","0"
"III","Services","Management Services","USA","0.11","2007-02-12","0"
"YIN","Financial","Investment Brokerage - National","China","0.29",NULL,"0"
"GSAT","Technology","Wireless Communications","USA","0.03","2014-04-04","0"
"TUSK","Basic Materials","Oil & Gas Drilling & Exploration","USA","0.32",NULL,"0"
"LTSF","Financial","Exchange Traded Fund","USA","0.28",NULL,"0"
"EPV","Financial","Exchange Traded Fund","USA","0.63","2009-06-19","0"
"GLQ","Financial","Asset Management","USA","0.21","2005-04-27","0"
"ITI","Technology","Communication Equipment","USA","0.24","1994-01-04","0"
"TISI","Services","Business Services","USA","0.51","1992-03-17","0"
"RBB",,,,NULL,NULL,"0"
"EIX","Utilities","Electric Utilities","USA","1.34","1980-01-02","1"
"LUV","Services","Regional Airlines","USA","1.21","1980-01-02","1"
"FXN","Financial","Exchange Traded Fund","USA","0.28","2007-05-10","0"
"MSL","Financial","Regional - Southeast Banks","USA","0.34","1993-04-26","0"
"VNO","Financial","REIT - Diversified","USA","1.21","1988-01-05","1"
"EAST","Consumer Goods","Beverages - Wineries & Distillers","USA","0.32",NULL,"0"
"SWM","Consumer Goods","Paper & Paper Products","USA","0.98","1995-11-09","0"
"BFST",,,,NULL,NULL,"0"
"ALKS","Healthcare","Biotechnology","Ireland","1.03","1991-07-16","0"
"MSGN","Services","Entertainment - Diversified","USA","0.60",NULL,"0"
"BAC","Financial","Money Center Banks","USA","0.73","1986-05-29","1"
"TDA",,,,NULL,"2012-12-04","0"
"ICHR","Technology","Semiconductor Equipment & Materials","USA","0.92",NULL,"0"
"GTIM","Services","Restaurants","USA","0.10","1995-08-18","0"
"HY","Consumer Goods","Trucks & Other Vehicles","USA","1.86","2012-10-01","0"
"TGTX","Healthcare","Biotechnology","USA","0.39","2010-05-03","0"
"AKER","Healthcare","Medical Instruments & Supplies","USA","0.04","2014-01-23","0"
"AFK","Financial","Exchange Traded Fund","USA","0.21","2008-07-14","0"
"TTS","Services","Home Improvement Stores","USA","0.18","2012-08-22","0"
"COMB","Financial","Exchange Traded Fund","USA","0.18",NULL,"0"
"BA","Industrial Goods","Aerospace/Defense Products & Services","USA","8.68","1962-01-02","2"
"CWST","Industrial Goods","Waste Management","USA","1.42","1997-10-29","0"
"URGN","Healthcare","Biotechnology","USA","1.55",NULL,"0"
"MRBK",,,,NULL,NULL,"0"
"AUB","Financial","Regional - Mid-Atlantic Banks","USA","1.22",NULL,"0"
"PEO","Financial","Closed-End Fund - Equity","USA","0.25","1987-12-30","0"
"UBA","Financial","REIT - Retail","USA","0.50","1998-08-17","0"
"AGCO","Industrial Goods","Farm & Construction Machinery","USA","1.90","1992-04-20","0"
"MPX","Consumer Goods","Recreational Vehicles","USA","0.46","2001-03-01","0"
"MPWR","Technology","Semiconductor - Specialized","USA","4.37","2004-11-19","0"
"TUES","Services","Discount, Variety Stores","USA","0.10","1999-04-22","0"
"WIRE","Technology","Diversified Electronics","USA","1.68","1992-07-20","0"
"AVA","Utilities","Diversified Utilities","USA","0.75","1987-11-16","0"
"DRV","Financial","Exchange Traded Fund","USA","0.98","2009-07-16","0"
"XYL","Industrial Goods","Diversified Machinery","USA","1.59","2011-10-13","1"
"FAMI","Consumer Goods","Processed & Packaged Goods","China","0.21",NULL,"0"
"FCEL","Utilities","Diversified Utilities","USA","0.06","1997-02-27","0"
"OXSQ","Financial","Asset Management","USA","0.10",NULL,"0"
"DJP","Financial","Exchange Traded Fund","USA","0.22","2006-10-30","0"
"FBC","Financial","Savings & Loans","USA","0.76","1997-04-30","0"
"TCLD","Financial","Exchange Traded Fund","USA","0.33",NULL,"0"
"CFFI","Financial","Regional - Mid-Atlantic Banks","USA","1.50","1998-05-07","0"
"HTA","Financial","REIT - Healthcare Facilities","USA","0.51","2012-06-06","0"
"IEO","Financial","Exchange Traded Fund","USA","1.29","2006-05-05","0"
"RWIU",,,,NULL,NULL,"0"
"KFRC","Services","Staffing & Outsourcing Services","USA","0.88","1995-08-15","0"
"FPAY","Financial","Credit Services","USA","0.12",NULL,"0"
"SAMG","Financial","Asset Management","USA","0.45","2013-06-27","0"
"MINI","Consumer Goods","Packaging & Containers","USA","1.10","1994-02-17","0"
"MFG","Financial","Foreign Regional Banks","Japan","0.05","2006-11-08","0"
"PRMW","Consumer Goods","Beverages - Soft Drinks","USA","0.40","2010-11-05","0"
"SBCF","Financial","Regional - Mid-Atlantic Banks","USA","0.70","1990-03-26","0"
"AINV","Financial","Asset Management","USA","0.21","2004-05-05","0"
"HX","Financial","Credit Services","China","0.12",NULL,"0"
"DCOM","Financial","Savings & Loans","USA","0.44","1996-06-26","0"
"SMIN","Financial","Exchange Traded Fund","USA","0.46","2012-02-09","0"
"POR","Utilities","Electric Utilities","USA","0.86","2006-03-31","0"
"GLO","Financial","Asset Management","USA","0.11","2006-05-02","0"
"AWR","Utilities","Water Utilities","USA","1.77","1990-03-26","0"
"PLD","Financial","REIT - Industrial","USA","1.57","1997-11-21","1"
"FPA","Financial","Exchange Traded Fund","USA","0.34","2011-04-20","0"
"ULE","Financial","Exchange Traded Fund","USA","0.09","2008-11-25","0"
"FRAC","Basic Materials","Oil & Gas Equipment & Services","USA","0.36",NULL,"0"
"OSLE",,,,NULL,NULL,"0"
"BBDO","Financial","Foreign Regional Banks","Brazil","0.20","2012-03-13","0"
"IYE","Financial","Exchange Traded Fund","USA","0.64","2000-06-16","0"
"WEYS","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","0.81","1990-03-26","0"
"GNRC","Industrial Goods","Diversified Machinery","USA","2.17","2010-02-11","0"
"RPT","Financial","REIT - Retail","USA","0.26","1988-12-28","0"
"ILF","Financial","Exchange Traded Fund","USA","0.66","2001-10-26","0"
"PB","Financial","Regional - Southwest  Banks","USA","1.53","1998-11-12","0"
"UMPQ","Financial","Regional - Pacific Banks","USA","0.39","1998-06-03","0"
"GXG","Financial","Exchange Traded Fund","USA","0.14","2009-02-09","0"
"ARCC","Financial","Diversified Investments","USA","0.21","2004-10-05","0"
"XOP","Financial","Exchange Traded Fund","USA","0.86","2006-06-22","0"
"CVM","Healthcare","Biotechnology","USA","0.51","1991-10-10","0"
"PBB","Financial","Exchange Traded Fund","USA","0.18",NULL,"0"
"BUSE","Financial","Regional - Midwest Banks","USA","0.62","1998-10-06","0"
"NSC","Services","Railroads","USA","3.82","1982-06-02","1"
"TMV","Financial","Exchange Traded Fund","USA","0.47","2009-04-16","0"
"TRMK","Financial","Regional - Southeast Banks","USA","0.84","1992-03-03","0"
"TRST","Financial","Regional - Northeast Banks","USA","0.17","1990-03-26","0"
"RVI","Services","Specialty Retail, Other","USA","0.95",NULL,"0"
"MMT","Financial","Closed-End Fund - Debt","USA","0.06","1987-03-05","0"
"TX","Basic Materials","Steel & Iron","Luxembourg","0.75","2006-02-01","0"
"TNP","Services","Shipping","Greece","0.13","2002-03-05","0"
"CENX","Basic Materials","Aluminum","USA","0.39","1996-03-29","0"
"DG","Services","Discount, Variety Stores","USA","3.46","2009-11-13","1"
"CTRA",,,,NULL,NULL,"0"
"HALL","Financial","Property & Casualty Insurance","USA","0.67","1995-08-18","0"
"ESTC","Technology","Application Software","USA","4.36",NULL,"0"
"PCYO","Utilities","Water Utilities","USA","0.34","1997-01-02","0"
"SYBT","Financial","Regional - Southeast Banks","USA","0.78","1993-03-26","0"
"IEZ","Financial","Exchange Traded Fund","USA","0.63","2006-05-05","0"
"WALA","Financial","Exchange Traded Fund","USA","0.26",NULL,"0"
"AVYA","Services","Business Services","USA","0.81",NULL,"0"
"OPI","Financial","REIT - Office","USA","0.83",NULL,"0"
"GSAH","Conglomerates","Conglomerates","USA","0.05",NULL,"0"
"CARZ","Financial","Exchange Traded Fund","USA","0.37","2011-05-10","0"
"IXC","Financial","Exchange Traded Fund","USA","0.47","2001-11-26","0"
"HIFS","Financial","Savings & Loans","USA","3.92","1992-02-25","0"
"GDO","Financial","Asset Management","USA","0.20","2009-11-24","0"
"PLAB","Technology","Semiconductor Equipment & Materials","USA","0.35","1990-03-26","0"
"HMC","Consumer Goods","Auto Manufacturers - Major","Japan","0.41","1980-03-17","0"
"AMUB","Financial","Exchange Traded Fund","USA","0.12",NULL,"0"
"OPRX","Technology","Healthcare Information Services","USA","0.80",NULL,"0"
"XES","Financial","Exchange Traded Fund","USA","0.33","2006-06-22","0"
"FMAO","Financial","Regional - Midwest Banks","USA","0.84",NULL,"0"
"GYB",,,,NULL,"2004-06-04","0"
"ERJ","Industrial Goods","Aerospace/Defense Products & Services","Brazil","0.50","2000-07-21","0"
"FAUS","Financial","Exchange Traded Fund","USA","0.32","2012-02-22","0"
"VCNX","Healthcare","Biotechnology","USA","0.36",NULL,"0"
"EMX","Basic Materials","Industrial Metals & Minerals","Canada","0.06",NULL,"0"
"FENY","Financial","Exchange Traded Fund","USA","0.32","2013-10-24","0"
"PEI","Financial","REIT - Retail","USA","0.34","1973-05-03","0"
"SGLB","Technology","Information Technology Services","USA","0.06",NULL,"0"
"GHG","Services","Lodging","China","0.46",NULL,"0"
"IOTS","Technology","Data Storage Devices","USA","0.59",NULL,"0"
"NNBR","Industrial Goods","Machine Tools & Accessories","USA","0.50","1994-03-15","0"
"LTC","Financial","REIT - Healthcare Facilities","USA","0.87","1992-08-25","0"
"PILL","Financial","Exchange Traded Fund","USA","0.70",NULL,"0"
"PSCE","Financial","Exchange Traded Fund","USA","0.27","2010-04-07","0"
"PBDM","Financial","Exchange Traded Fund","USA","0.20",NULL,"0"
"TS","Industrial Goods","Metal Fabrication","Luxembourg","0.64","2002-12-16","0"
"MSN","Consumer Goods","Electronic Equipment","USA","0.03","1994-12-28","0"
"WTMF","Financial","Exchange Traded Fund","USA","0.19",NULL,"0"
"FCBC","Financial","Regional - Mid-Atlantic Banks","USA","0.93","1997-05-09","0"
"BP","Basic Materials","Major Integrated Oil & Gas","United Kingdom","0.52","1977-01-03","0"
"KEMX","Financial","Exchange Traded Fund","USA","0.31",NULL,"0"
"FXF","Financial","Exchange Traded Fund","USA","0.42","2006-06-26","0"
"HMLP","Services","Shipping","Bermuda","0.45","2014-08-07","0"
"EPI","Financial","Exchange Traded Fund","USA","0.31","2008-02-26","0"
"AYR","Services","Rental & Leasing Services","USA","0.51","2006-08-08","0"
"YNDX","Technology","Internet Information Providers","Netherlands","0.71","2011-05-24","0"
"ANAB","Healthcare","Biotechnology","USA","2.51",NULL,"0"
"OLED","Technology","Semiconductor Equipment & Materials","USA","9.81","1996-04-12","0"
"FTGC","Financial","Exchange Traded Fund","USA","0.16","2013-10-23","0"
"PKBK","Financial","Regional - Northeast Banks","USA","0.90","2003-06-23","0"
"NGM","Healthcare","Biotechnology","USA","1.03",NULL,"0"
"GARS","Financial","Asset Management","USA","0.10","2013-03-27","0"
"XEL","Utilities","Electric Utilities","USA","1.07","1985-09-24","1"
"SPXC","Industrial Goods","Diversified Machinery","USA","0.86",NULL,"0"
"AEG","Financial","Life Insurance","Netherlands","0.11","1985-07-01","0"
"NDP","Financial","Asset Management","USA","0.20","2012-07-27","0"
"NXRT","Financial","REIT - Residential","USA","0.98",NULL,"0"
"HCM","Healthcare","Drug Manufacturers - Major","Hong Kong","0.73",NULL,"0"
"DPK","Financial","Exchange Traded Fund","USA","0.33","2008-12-17","0"
"UHAL","Services","Rental & Leasing Services","USA","7.74","1994-11-04","0"
"NDAQ","Financial","Diversified Investments","USA","2.04","2002-07-01","1"
"KN","Technology","Communication Equipment","USA","0.53","2014-02-14","0"
"GLOP","Services","Shipping","Monaco","0.53","2014-05-07","0"
"CAC","Financial","Regional - Northeast Banks","USA","1.09","1997-10-08","0"
"HYZD","Financial","Exchange Traded Fund","USA","0.18","2013-12-18","0"
"AMGN","Healthcare","Drug Manufacturers - Major","USA","5.05","1984-09-07","1"
"PRT","Basic Materials","Oil & Gas Equipment & Services","USA","0.26",NULL,"0"
"AGO","Financial","Surety & Title Insurance","Bermuda","0.85","2004-04-23","0"
"SLS","Healthcare","Biotechnology","USA","0.01",NULL,"0"
"CCOI","Technology","Diversified Communication Services","USA","1.65","2002-02-05","0"
"SOI","Basic Materials","Oil & Gas Equipment & Services","USA","0.55",NULL,"0"
"RSX","Financial","Exchange Traded Fund","USA","0.26","2007-04-30","0"
"SONO","Consumer Goods","Electronic Equipment","USA","0.68",NULL,"0"
"OIIM","Technology","Diversified Electronics","Cayman Islands","0.05","2000-08-31","0"
"AMC","Services","Movie Production, Theaters","USA","0.47","2013-12-18","0"
"BQH","Financial","Closed-End Fund - Debt","USA","0.16","2002-04-26","0"
"SMHB","Financial","Exchange Traded Fund","USA","0.60",NULL,"0"
"THM","Basic Materials","Gold","Canada","0.04","2007-05-01","0"
"LANC","Consumer Goods","Food - Major Diversified","USA","3.68","1990-03-26","0"
"MLR","Consumer Goods","Auto Parts","USA","0.94","1994-08-02","0"
"HUM","Healthcare","Health Care Plans","USA","7.66","1981-12-31","1"
"CBTX","Financial","Regional - Southeast Banks","USA","1.01",NULL,"0"
"SZC","Financial","Closed-End Fund - Equity","USA","0.22","2012-09-26","0"
"HII","Industrial Goods","Aerospace/Defense Products & Services","USA","4.14","2011-03-22","0"
"INFU","Healthcare","Medical Instruments & Supplies","USA","0.20","2007-12-27","0"
"IGE","Financial","Exchange Traded Fund","USA","0.44","2001-11-26","0"
"LYG","Financial","Foreign Money Center Banks","United Kingdom","0.06","2001-11-28","0"
"RNDB",,,,NULL,NULL,"0"
"PSEC","Financial","Asset Management","USA","0.11","2004-07-27","0"
"COPX","Financial","Exchange Traded Fund","USA","0.33","2010-04-20","0"
"CNAT","Healthcare","Biotechnology","USA","0.03","2013-07-25","0"
"SBSI","Financial","Regional - Mid-Atlantic Banks","USA","0.76","1998-05-13","0"
"LMNR","Consumer Goods","Farm Products","USA","0.79","2003-10-07","0"
"MYY","Financial","Exchange Traded Fund","USA","0.51","2006-06-21","0"
"BSA","Financial","Exchange Traded Fund","USA","0.17",NULL,"0"
